Price,Close
Ticker,300251.SZ
Date,
2024-09-04,6.655676364898682
2024-09-05,6.774351119995117
2024-09-06,6.675455570220947
2024-09-09,6.655676364898682
2024-09-10,6.685345649719238
2024-09-11,6.626007556915283
2024-09-12,6.58644962310791
2024-09-13,6.517222881317139
2024-09-18,6.457885265350342
2024-09-19,6.616118431091309
2024-09-20,6.58644962310791
2024-09-23,6.546891212463379
2024-09-24,6.8633575439453125
2024-09-25,6.972142696380615
2024-09-26,7.328166484832764
2024-09-27,7.783086776733398
2024-09-30,8.801711082458496
2024-10-08,9.395085334777832
2024-10-09,8.02043628692627
2024-10-10,8.030325889587402
2024-10-11,7.743528366088867
2024-10-14,7.9215407371521
2024-10-15,7.8226447105407715
2024-10-16,7.901761531829834
2024-10-17,7.8325347900390625
2024-10-18,8.059993743896484
2024-10-21,8.307232856750488
2024-10-22,8.584141731262207
2024-10-23,8.336902618408203
2024-10-24,8.307232856750488
2024-10-25,8.46546745300293
2024-10-28,8.594030380249023
2024-10-29,8.307232856750488
2024-10-30,8.673148155212402
2024-10-31,8.742374420166016
2024-11-01,8.416019439697266
2024-11-04,8.534693717956543
2024-11-05,8.910497665405273
2024-11-06,9.078619956970215
2024-11-07,9.197294235229492
2024-11-08,9.068730354309082
2024-11-11,9.246742248535156
2024-11-12,9.019282341003418
2024-11-13,9.118178367614746
2024-11-14,8.821491241455078
2024-11-15,8.930275917053223
2024-11-18,8.406128883361816
2024-11-19,8.505024909973145
2024-11-20,8.643478393554688
2024-11-21,8.643478393554688
2024-11-22,8.356680870056152
2024-11-25,8.188558578491211
2024-11-26,8.218228340148926
2024-11-27,8.66325855255127
2024-11-28,8.574252128601074
2024-11-29,8.732484817504883
2024-12-02,9.128067016601562
2024-12-03,9.296189308166504
2024-12-04,9.147846221923828
2024-12-05,9.671993255615234
2024-12-06,9.642324447631836
2024-12-09,9.246742248535156
2024-12-10,9.681882858276367
2024-12-11,9.711551666259766
2024-12-12,9.770889282226562
2024-12-13,9.681882858276367
2024-12-16,9.444533348083496
2024-12-17,9.286300659179688
2024-12-18,9.345637321472168
2024-12-19,9.444533348083496
2024-12-20,9.484091758728027
2024-12-23,9.068730354309082
2024-12-24,9.16762638092041
2024-12-25,9.266521453857422
2024-12-26,9.484091758728027
2024-12-27,9.464312553405762
2024-12-30,9.325859069824219
2024-12-31,9.335747718811035
2025-01-02,9.18740463256836
2025-01-03,8.673148155212402
2025-01-06,8.435797691345215
2025-01-07,8.633588790893555
2025-01-08,8.65336799621582
2025-01-09,8.554471969604492
2025-01-10,8.376461029052734
2025-01-13,8.564362525939941
2025-01-14,8.890717506408691
2025-01-15,8.801711082458496
2025-01-16,8.841269493103027
2025-01-17,9.197294235229492
2025-01-20,9.276411056518555
2025-01-21,9.256631851196289
2025-01-22,9.335747718811035
2025-01-23,9.414865493774414
2025-01-24,9.395085334777832
2025-01-27,9.42475414276123
2025-02-05,11.313660621643066
2025-02-06,13.350911140441895
2025-02-07,13.805830955505371
2025-02-10,16.565019607543945
2025-02-11,19.878023147583008
2025-02-12,23.853628158569336
2025-02-13,28.620397567749023
2025-02-14,34.34645462036133
2025-02-17,29.332447052001953
2025-02-18,27.49298667907715
2025-02-19,28.77863121032715
2025-02-20,27.077625274658203
2025-02-21,27.67099952697754
2025-02-24,26.790828704833984
2025-02-25,24.209651947021484
2025-02-26,24.239320755004883
2025-02-27,24.01186180114746
2025-02-28,23.645946502685547
2025-03-03,24.17998504638672
2025-03-04,23.22069549560547
2025-03-05,23.2899227142334
2025-03-06,23.86351776123047
2025-03-07,22.924009323120117
2025-03-10,23.042682647705078
2025-03-11,23.2305850982666
2025-03-12,23.359149932861328
2025-03-13,22.963565826416016
2025-03-14,23.69539451599121
2025-03-17,23.418487548828125
2025-03-18,22.983346939086914
2025-03-19,22.310855865478516
2025-03-20,22.508647918701172
2025-03-21,22.024059295654297
2025-03-24,21.806488037109375
2025-03-25,21.114219665527344
2025-03-26,21.173555374145508
2025-03-27,20.99554443359375
2025-03-28,21.044992446899414
2025-03-31,20.896648406982422
2025-04-01,20.6988582611084
2025-04-02,20.906538009643555
2025-04-03,20.946096420288086
2025-04-07,17.870441436767578
2025-04-08,18.55282211303711
2025-04-09,19.264869689941406
2025-04-10,20.105484008789062
2025-04-11,19.541778564453125
2025-04-14,19.531888961791992
2025-04-15,19.56155776977539
2025-04-16,19.432992935180664
2025-04-17,19.63078498840332
2025-04-18,20.09559440612793
2025-04-21,22.291078567504883
2025-04-22,20.234046936035156
2025-04-23,19.581335067749023
2025-04-24,18.84950828552246
2025-04-25,18.829730987548828
2025-04-28,18.7703914642334
2025-04-29,18.809951782226562
