Date,ABTC,BITF,IREN,AI,BBAI,SMTC,CRM,ADBE,SOUN,CXAI,INTC,MQ,ANY,CLSK,HIVE,GFS,BLK,USB,TFC,MSTR,C,U,BTBT,ORCL,WULF,ZS,CRWD,RIOT,HIMX,MDB,ADI,MCHP,TSLA,SCHW,CFG,META,NVTS,HUT,LC,AMZN,HOOD,STT,POWI,COIN,GOOGL,NXPI,KLAC,ROOT,BKKT,GREE,PLTR,AMD,LASR,AXP,NU,MTB,WFC,LRCX,TXN,PNC,BTDR,DDOG,AMBA,TER,VERI,MARA,BTCS,AFRM,AVGO,NVDA,UPST,COF,QCOM,MS,MU,CORZ,BAC,FITB,ARBK,GS,TSM,HIPO,JPM,SNOW,AEHR,NET,BK,INDI,SOFI,CIFR,MSFT,ON,MPWR
2022-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-06,0.24637681159420288,0.23636371025369218,0.02399997711181645,-0.021447701529756724,0.12759638353695002,0.05716275214779487,0.059733210081132304,-0.011232278825091813,-0.39548018984045885,-0.00496516768379307,0.08702229587757215,-0.003273319229047167,-0.03260873790499308,0.02941173720662249,0.26388887509151804,-0.021154191919835474,0.04144618174010284,0.06191242149797316,0.06576809825759877,0.13336162627848736,0.04598724344891347,-0.04686953988933773,0.21999994039535764,0.047957444693901286,0.014925358528601551,-0.07095623175277599,-0.10038939693147475,0.2625368959772738,0.10144925221836187,-0.1372687945354868,0.009083633496515864,0.03587171979234349,-0.0821562162811329,0.015373644155852961,0.05765835313495615,0.08043884917485156,0.08831907225692803,0.07647054335650272,-0.02386364018128917,0.02476192656017484,0.013513470766310043,0.04009307190999989,0.055772404095012273,-0.06018652457898199,-0.01008742036012078,0.010124699767065648,0.054531597255189634,-0.020044472235756783,0.11764705882352944,0.344827574867131,-0.0031152617895386925,-0.012505752672143489,0.12327415756185167,0.019901953501076486,-0.12530717625833743,0.035364764719974406,0.036570463944788134,0.059409885108560045,0.060162500643547334,0.039698717736913025,0.006717820951217757,-0.12734694707961314,0.01082329263426196,0.044533299762666845,-0.03207548493887402,0.19590645068639456,0.357142850309369,-0.06308165996530479,0.052403145514549054,0.01676473158883729,-0.009833593934573726,0.044212653111893374,0.04911767200964756,0.029875184797568233,0.1358545624551062,,0.03894959856228186,0.050594320676744076,0.31481482692773355,0.013687378818850293,0.04806015267398389,0.1874999386422791,0.036233229962206126,-0.135711276568807,0.13482582253933773,-0.11745183955151783,0.05338291616214508,0.05831906638718398,0.002169143547736674,0.37499996008617553,-0.062088314246821374,0.0016033716615511118,0.03913929982492981
2023-01-13,0.8837209302325582,0.9669117542325321,0.4296875654836201,0.15525112683807674,2.1447370195983213,0.03000329211016095,0.06405209188954442,0.0349511792120587,0.13084110171214602,0.009181637068500503,0.048033497104728706,0.0821018041826369,0.5917602843368046,0.2285714480341705,0.7197802330960741,0.12113742918764814,0.02166657953910578,0.022025278813207594,0.037287261581041786,0.35225929575386994,0.055167977117520195,0.15853209889263198,0.6120218009690153,0.04523072221684554,0.2941176264343792,0.032127779883599716,0.05078122357057602,0.40654198266875263,0.052631464485752844,0.1631727138144239,0.020903773691728578,0.02954522973789464,0.08261103988123364,-0.018452960505724647,0.0019212305966536114,0.05353017212955691,0.19895288056146443,0.7267760491199617,0.1152502623436984,0.13986989613636047,0.12969693270596583,0.028383897079858667,0.0851821784264224,0.5027060151677234,0.05472866525024678,0.0763639878864717,0.05646516905393928,0.20227269254440183,0.5413533834586466,1.7179487492989578,0.08749998975545181,0.11006880888521486,0.051799752513568054,0.03722449400021133,0.03370790053551764,-0.004261418760883706,0.03317772198716207,0.06378165424599147,0.021979580991488668,0.007674486242803535,0.005243117862329338,0.09869039431385285,0.05137146898424505,0.0679526263536363,0.3294347016607504,0.8777504992216711,0.883040984316686,0.4216335008719383,-0.016025777503186123,0.1372906629592534,0.2979373241458094,0.05954472518780762,0.04248315777436562,0.046825233272738354,0.0028182193972488,,0.02383009707660766,0.004931842485976334,0.03521122766688278,0.07446565033792796,0.1118229922051921,0.01609908575994745,0.03675502647341822,0.13549893510721978,0.28189392616060416,0.1010024718090059,0.02252349261757236,0.1491086004729112,0.17748921904186288,0.4415584958450143,0.06357538227768544,0.04290059633114929,0.08439231127678215
2023-01-20,-0.14197530864197527,0.07476628017234321,0.08196719816420295,0.07035576048706305,-0.18410043427094347,0.041293182382521554,0.011638251260450705,0.034845228613326285,0.17355364654308825,-0.00019786477687255832,-0.029558365699580258,-0.018209462764445683,0.056470584275400526,0.023255884873024435,0.0031948850152176966,-0.04548526639281347,-0.016286621707948035,-0.01838138171955439,0.0073574565947727155,0.10628196074766794,0.023437427427569935,-0.008235674101842339,0.06779664955205078,-0.021860988282079385,0.0,0.09151909986514539,0.03898327067617302,0.029900303805469486,0.048611293376828124,0.0016706415890954673,-0.022546966624489073,-0.01761862954942972,0.09003265119025716,-0.0717039328175838,-0.011025840193403802,0.01744774560373874,-0.03930127321770138,0.2151899070354666,0.07724423559618288,-0.00886672158814572,0.02145931003093504,0.015788633702930488,0.03018141885557979,0.10364146363783666,0.06404676444194779,-0.01932240801846108,-0.014736770117265485,-0.035916835272320924,-0.024390243902439046,-0.1226415230142297,0.00862068138659322,-0.013098595847546246,0.00333897471250455,-0.026707796586261212,0.03532605262610611,0.02768310797659268,-0.006784454842019172,-0.0024701469548386035,-0.03357338976213775,-0.05567073189771732,0.0014225076542651038,0.00823047851578984,-0.015562428422589702,0.00092368975951862,-0.024926696776392143,0.05078123375036103,-0.04347833899609621,0.11024845214883627,-0.01419693068017458,0.055624486221122815,0.017657513151893012,0.01293141235954276,0.022122296758793514,0.04996703059218355,0.026875203436833806,,-0.03917097279009507,-0.0008659740888661283,0.17687076595260032,-0.08598927998942796,0.04873259931571505,0.03717249335914907,-0.05545058730458674,0.0280401245399724,0.09097126772345354,0.03801498195638664,0.011936816177781084,0.015514760833551744,0.042279414826146944,-0.009009000301245074,0.004138366300439511,0.017037614495076348,-0.001706428972915619
2023-01-27,-0.12230215827338131,-0.04347822030685711,0.053030312152531955,0.3124077184511118,0.24102564980370822,0.019059414996861923,0.08773532598207145,0.04020985009239708,0.2746478855503478,0.0,-0.036276466680322694,0.04482232582600987,-0.07126948302005276,0.10606059100892873,0.0859872521993923,0.04942428481522776,0.023553707310945526,0.05165735224552148,0.01919878561226418,0.07636546112137288,0.015071470260465958,0.15905466414977054,0.1587301977757818,0.01994245300290909,0.26136365945427875,0.08879776001190276,0.009089979486734512,0.020967761038742205,0.06754963311284712,0.13216412521893162,0.034267811210756616,0.055434541757678035,0.3333832734071509,-0.030377931895302357,0.04919997869919546,0.08875658295694389,0.17499999187209414,0.015624959642690062,-0.05038755033589293,0.05131103201819576,0.09138653820647535,0.0765308075742146,0.0321325360105118,0.11258156456945678,0.013772837813780914,0.07738848597503423,-0.034988635575732285,0.10000004674874186,-0.135,-0.053763439757573916,0.07549860559093613,0.07606681681559069,0.019966702327631758,0.13660950600868338,0.14698161448553715,0.008393492171793637,0.05009107887343078,0.021968228516361155,0.012947930846482603,0.053593256379569576,-0.0028409740012678153,0.08698099985546559,0.04265951669208312,0.060596905487970254,0.2616541688724867,-0.006195692559023858,0.051948127172900316,0.1356643045110062,0.03540784052323831,0.14159984870637854,0.11336026493280715,0.1286234643957811,0.08543533386316948,0.00644239448265016,0.0925418238276603,,0.04726732023470315,0.043051048544851866,0.09826590114649991,0.03469449793839452,0.024936790820492938,0.004112790419596557,0.03879207797546025,0.10040044573110052,0.10783700862677659,0.1646930348143003,0.016653056585136383,0.09305556861706754,0.04761904361436842,0.3363636334080342,0.03305302063393545,0.11183211279528638,0.06860586871490382
2023-02-03,-0.1311475409836066,-0.03636370926848953,0.07673853452506796,0.4563870846418403,1.144628055205919,0.02533936995243069,0.03963050728412387,0.02325266465938247,0.5580110620955281,0.0029674270686739224,0.07670446842809531,-0.0014793237490008382,-0.007194213460840593,0.2020547598471769,0.10263926563723436,0.06769071924234593,-0.0026607768375949137,0.009005109347055562,0.025593825145334703,0.10218297509026053,-0.007857604946491237,0.03058695459764027,0.08904109029793172,0.007079629387172215,-0.3873873888386814,0.05857911736781585,0.08826065375321246,0.08056875750849035,0.045905695153324544,-0.009062090215063767,0.046771510832984475,0.09860968397874359,0.06790332909220753,0.05797303725575942,0.03662247150750875,0.22927382846086286,0.12185688687504359,0.13333335289588333,0.02959183226620743,0.011248058977967101,0.03368618058038275,0.0038574188621132155,0.024722333075310354,0.21606645840503624,0.054442996307250136,0.05183442666547888,0.02228506187317625,0.2905525131570079,-0.017341040462427793,-0.022727250560256596,0.11390723641737277,0.1417771166535413,0.059543191566718834,0.038013061367762946,0.1212815157180589,0.026067735801421632,0.03823741454163776,0.09602795247804852,0.047643592361194864,0.01360558878009166,0.001899378753168257,0.028874733013187992,0.04626534745896915,0.04398675177675426,0.07628121137775468,-0.11845389424917774,0.2592592813063974,0.11761082970019032,0.01121813913195635,0.036091302371698664,0.14805196786855723,0.03794105101457301,0.012144209549814766,0.034812854894526124,-0.02285885439522417,,0.027644311925451914,0.0426592099422991,0.03684209391338644,0.04594299153497139,0.01457671141432404,0.1023990628657192,0.00548719341057935,0.024661098523652836,0.013582329942383398,0.11899829829021691,0.0033958714441650883,0.059720492231674305,0.2558922502162022,0.25170067861711387,0.04106221660722498,0.09800463418155236,0.07347008246909059
2023-02-10,-0.2264150943396226,-0.15094337288532833,-0.21603559902856906,-0.11166922269571011,-0.07129092128704873,-0.04942630839115514,-0.023444933175267635,-0.02198612456993765,0.40425536591884104,0.005917106894566704,-0.07194121403599829,-0.1170370313856337,-0.0942028991468844,-0.1581196775684185,-0.2127659453046219,0.02118571285202564,-0.044442435953051196,-0.012170213977208855,-0.023833999465659672,-0.14535046928506246,-0.016486842029106552,-0.04465245763391268,-0.2578616837884442,-0.02767247324501043,-0.05882356034843117,-0.00829698740943663,-0.040507208286506224,-0.19444442895265923,-0.08896809758847568,-0.05081538425265164,-0.0020131507391111247,-0.03210698236798304,0.036372269804760826,0.021390941187695578,-0.029702922013163713,-0.0663699745074624,-0.08103452613322404,-0.23981905216857335,-0.022794895186562858,-0.05590481490877708,-0.07076352375030925,0.016468874785464216,-0.07695753482559897,-0.23502609870492475,-0.09744222138000791,-0.023461630699396552,-0.027706594327567946,-0.2030386514728605,-0.11764705882352944,-0.25581397540895434,-0.10701541437093098,-0.05354853266416093,-0.04311004432713539,0.002180245000023895,-0.032653126762290374,0.0,-0.001471157168423165,-0.04581949435500576,-0.035657501346056386,-0.03658023804510724,0.014217973063356482,0.013340014734544381,-0.0179009092433714,-0.022502090424407095,-0.07087479607686042,-0.1626591325947866,-0.24019609465203928,-0.310192797746323,-0.007312251526284341,0.007819813826538402,-0.2619909871305752,-0.04981905917884599,-0.04466011889017529,-0.00995668585141063,-0.04149983883365149,,-0.02333216838077068,-0.012486651689087025,-0.03553298436633889,0.003595022151128724,0.007500626199300475,-0.10509551625265523,-0.00035429172114453955,-0.03649942862471944,-0.14684534544096817,0.01127373658934605,0.023293024056886047,-0.005995226597130032,-0.08713137963051387,-0.1793478461570457,0.01838578687509118,0.03597482611035563,0.07828189707903421
2023-02-17,0.2195121951219512,0.23333338190008224,1.1306818297271395,0.03697261374215244,-0.18879669158124246,-0.013618090849768394,-0.011135664296609837,-0.03811419311320596,0.015151500555948827,0.0,-0.006834553159111856,-0.0033557014762590764,0.27999996003650485,0.1438240953325789,0.13851346017845945,0.0397895567414841,-0.010158761654200155,-0.0020535676173469852,0.002273675555976462,0.20824262709864572,0.02614261111687921,0.11027144352609142,0.26271192861747417,0.0016065607279864835,-0.015624985448084439,-0.011354217293735647,0.04854993538891472,0.19600723753966576,0.03906257509991917,0.011533023112322294,0.07984982419202091,0.012393581852172098,0.058001920891598724,-0.001739905462503355,0.0013915867104072888,-0.007292708156504291,0.08255160666391115,0.19642864846859198,0.0060852354671296904,-0.004200426795877843,0.03707423408864097,-0.006264625501170906,0.00024202584855270715,0.14205634566435843,-0.0023264329883500023,0.010672045596017421,-0.019611755272048725,0.071057166164197,0.1200000000000001,-0.04687502910383001,0.2250332262153505,-0.03657343193616858,0.08608203286838845,-0.010878566032020531,0.0527426185805544,0.005659825913129524,-0.00042101153911600075,-0.01849506011157598,-0.002673477018131587,-0.004707055988126596,-0.00467291510524781,-0.006582200712778041,0.01030709120657014,-0.0019245268349934452,-0.0035757670343106174,0.30067562669450365,0.12258067827604613,0.03674113958896941,0.003944403348969949,0.005784248535217973,0.12323729581224119,-0.03657167813291895,-0.009845905344957107,0.010869580015322677,-0.013540661303811707,,-0.006464573307771837,-0.005918610626071241,-0.026315760120827036,-0.007487424208020732,-0.05525857086636776,0.043890850790587965,0.008508327592120057,-0.02065721707351109,0.1371073497146873,0.07237934416910496,0.0019454424916054425,0.22436666649410797,-0.027900155479723687,0.2582781378529917,-0.016699509308133464,-0.02315038628588162,0.0204666054835001
2023-02-24,-0.06999999999999995,-0.15315316621479902,-0.2480000178019206,-0.05998323389358495,-0.19437339482865845,-0.04235959667148226,-0.01798153429784155,-0.10175142759577505,-0.11318406116041524,0.004803900715022014,-0.08946040205753236,-0.015151540693756349,-0.10624996585150448,-0.18639056009177846,-0.20771508398701533,-0.036777860125351114,-0.04570237760618123,-0.01975304147303858,-0.02907828044600258,-0.13007994128959854,-0.024115179756174054,-0.2535920852769026,-0.14765102496786553,0.015811356245287733,0.0793650988878909,-0.01110692219804954,0.026520777061679324,-0.10925648715593195,-0.03759405452184905,-0.033923008589538894,-0.04627990547655292,-0.04311284268196747,-0.05487011093918426,0.003485777101573273,-0.02987492722491014,-0.01440299756409702,0.06239170445484077,-0.18905477971594553,-0.03125004205972881,-0.038065813419854266,-0.0734299710986015,-0.052500007515422276,-0.0020565298952982536,-0.10368096070463784,-0.0553258360176192,-0.061551675244012616,-0.020803250992515343,-0.13430419850499975,-0.16666666666666663,-0.14754100154721939,-0.12065213909671901,-0.005222976587380579,-0.18518518518518523,-0.017202386770739375,-0.010019983204628713,-0.023699306491881234,-0.01831960059658788,-0.03439848473165108,-0.03524975898530969,-0.0006303172930713918,0.0,-0.04150518544179094,-0.022336788764012683,-0.04380038803869124,-0.14473679557431218,-0.1337662024006584,-0.1781609697066433,0.0069337562220270765,-0.029953471434775558,0.08874130554750659,-0.015283776417091333,-0.013762468658640503,-0.02646411924951375,-0.018189150430853007,-0.014065399943488543,,-0.03224860992791723,-0.017320824549188485,-0.1081081370049839,-0.01261878160187102,-0.022086700609669774,-0.0721591153543838,-0.00920980125385562,-0.036604356974453855,-0.08690648799319922,-0.08145843962597621,-0.020194134451511858,0.02463054279761634,-0.036253742487473706,-0.20526315294144215,-0.034255452035482525,-0.06816518188920062,-0.03790151936237307
2023-03-03,-0.0344085693359375,-0.06382978993230626,-0.0726950101272944,0.27086121089488446,0.009523800152860362,0.038007858126261285,0.14938348930504186,0.07331378103681119,-0.11640952459804232,-0.07503171858185487,0.05011936995919131,-0.15213673179392906,-0.12587413198131558,-0.07272729006680578,0.0299625173858038,0.031225793273018443,0.017280727945108376,-0.011124944769550615,-0.017841775858980502,-0.034753711556541944,0.043244411325878085,0.04255319834209481,-0.027559029249642264,0.00665461487349539,-0.04411769217479555,-0.08893648062945303,0.07469306128417919,0.08006819015193956,0.010416748865583303,0.06391454129292273,0.018093455962646665,0.03664660472790526,0.004622045818527765,-0.03957797868147861,-0.021723861771541064,0.08721156777795946,0.030995114791737333,-0.04294471707699632,-0.02185224200305358,0.01497327835164608,0.0323252826913385,0.037283417388448425,0.03122720567739745,0.10386727673103158,0.050712472099658124,0.034490856197592734,0.004422651231991814,-0.06728974578161762,-0.014285714285714235,-0.01923075159625831,0.029666225783863798,0.04392368377550415,0.05272726579145948,0.027776154844997736,-0.052631624670087085,-0.014527470636832684,0.00493340245249918,0.027245709195153456,0.03866596372168174,-0.03533349424316534,0.0009389886610358111,0.004043370228145493,-0.09303604059233395,0.023747805301885805,0.04055943468321366,-0.043478254653058435,-0.05594405063873742,0.042846245806605676,0.09521425065772116,0.025938310615764903,0.04323718069357274,0.0012767280519654367,0.00012072246417793586,0.006448376083456164,-0.024063129800731886,,0.005014575655672315,-0.002203250733298967,-0.012121232879351518,-0.011552002778232429,0.019067187846326883,0.016534014637177963,0.019371262550551105,-0.04264350395408634,0.0154428517345091,0.040202720227077604,0.017241308796132504,0.05769234648823174,0.05329148427147423,0.06622518177048375,0.02435601067645332,0.03487157452382306,0.04755100002219814
