symbol,allow_entry_days,last_allow_entry_date
PROV,1,2026-01-08 00:00:00
AER,1,2026-01-05 00:00:00
NXPI,1,2026-01-06 00:00:00
PDT,1,2026-02-04 00:00:00
PFL,1,2026-02-06 00:00:00
STRT,1,2026-01-15 00:00:00
TDF,1,2026-01-28 00:00:00
MSBI,1,2026-01-15 00:00:00
H,1,2026-01-08 00:00:00
LTM,1,2026-01-05 00:00:00
ATI,1,2026-01-05 00:00:00
SBI,1,2026-02-05 00:00:00
SSBI,1,2026-01-09 00:00:00
THQ,1,2026-01-06 00:00:00
BURL,1,2026-01-06 00:00:00
SPXX,1,2026-01-07 00:00:00
QXO,1,2026-01-05 00:00:00
TGB,1,2026-01-05 00:00:00
ORLA,1,2026-01-13 00:00:00
IDYA,1,2026-01-07 00:00:00
RS,1,2026-01-15 00:00:00
SCCE,1,2026-01-20 00:00:00
SNA,1,2026-01-06 00:00:00
CET,1,2026-01-06 00:00:00
IE,1,2026-01-12 00:00:00
TMP,1,2026-01-21 00:00:00
SCCF,1,2026-01-13 00:00:00
FTF,1,2026-01-21 00:00:00
INTT,1,2026-01-21 00:00:00
TBPH,1,2026-01-14 00:00:00
LXFR,1,2026-01-13 00:00:00
VKI,1,2026-01-13 00:00:00
RNA,1,2026-01-22 00:00:00
DCOMG,1,2026-01-28 00:00:00
BPOPM,1,2026-01-26 00:00:00
MNST,1,2026-01-13 00:00:00
STX,1,2026-01-06 00:00:00
TBLD,1,2026-01-27 00:00:00
ZTO,1,2026-01-14 00:00:00
ISRG,1,2026-01-06 00:00:00
AMKR,1,2026-01-05 00:00:00
HROW,1,2026-01-05 00:00:00
GGT,1,2026-01-21 00:00:00
LBTYA,0,
CATY,0,
BLLN,0,
WSBC,0,
QLYS,0,
GRAL,0,
CALM,0,
ERAS,0,
WSFS,0,
EXPO,0,
PLBL,0,
CNTA,0,
FRPT,0,
VEON,0,
OTTR,0,
CGON,0,
KNSA,0,
IAC,0,
NSIT,0,
BWIN,0,
VCYT,0,
MGRC,0,
SBLK,0,
HCM,0,
TRMK,0,
CORZW,0,
PLUG,0,
RELY,0,
KYIV,0,
CAKE,0,
TVTX,0,
VRNS,0,
MLCO,0,
FFBC,0,
SUPN,0,
HYMC,0,
FTAIN,0,
SPSC,0,
USLM,0,
AAOI,0,
SYRE,0,
LEGN,0,
BEAM,0,
VNET,0,
CARG,0,
PRVA,0,
NMFCZ,0,
DYN,0,
CPRX,0,
CVBF,0,
XRAY,0,
TARS,0,
ALM,0,
HWKN,0,
XENE,0,
BATRA,0,
MARA,0,
NMRK,0,
IRON,0,
DJT,0,
APLS,0,
VRRM,0,
MGEE,0,
WDFC,0,
AMBA,0,
NAVN,0,
TBBK,0,
VKTX,0,
DIOD,0,
VRDN,0,
DRVN,0,
SFNC,0,
JOYY,0,
ACLS,0,
ZIONP,0,
POWWP,0,
ARLP,0,
GT,0,
CHEF,0,
VC,0,
TMC,0,
EEFT,0,
TOWN,0,
IMNM,0,
NMIH,0,
ALMS,0,
VERX,0,
ALRM,0,
PTRN,0,
ARCB,0,
BANR,0,
DXPE,0,
CSGS,0,
CLMT,0,
RARE,0,
CLSK,0,
NOVTU,0,
CRVL,0,
FBNC,0,
PLAB,0,
IOSP,0,
EYE,0,
AGYS,0,
SLDE,0,
BUSE,0,
OSW,0,
EFSC,0,
FRSH,0,
SEZL,0,
CNXC,0,
MFICL,0,
MLYS,0,
WSBCO,0,
CENTA,0,
ADPT,0,
PAHC,0,
POWI,0,
UPWK,0,
WB,0,
TRMD,0,
ETOR,0,
BTDR,0,
RUM,0,
GLPG,0,
WGS,0,
GSHD,0,
WRD,0,
CENT,0,
PAYO,0,
TLX,0,
AVPT,0,
HRMY,0,
MAZE,0,
DNTH,0,
BL,0,
GTM,0,
SEDG,0,
DAVE,0,
BLKB,0,
RGTIW,0,
WVE,0,
TENB,0,
QFIN,0,
WAFD,0,
BATRK,0,
ADAMI,0,
SLNO,0,
JBLU,0,
PLUS,0,
HTFL,0,
BUSEP,0,
NAMSW,0,
AAPG,0,
FRME,0,
NBTB,0,
BLBD,0,
PRGS,0,
MAAS,0,
MQ,0,
APPN,0,
NWBI,0,
ZLAB,0,
RXRX,0,
PTON,0,
HWCPZ,0,
RNW,0,
ARRY,0,
CHA,0,
ANIP,0,
VCEL,0,
FA,0,
NWL,0,
VECO,0,
EXTR,0,
STRA,0,
MESO,0,
PSIX,0,
IRDM,0,
AUPH,0,
ADEA,0,
STOK,0,
ADUS,0,
ALKT,0,
UNIT,0,
BRZE,0,
OZKAP,0,
PRDO,0,
MBIN,0,
OLMA,0,
GCMG,0,
QUBT,0,
PWP,0,
MCW,0,
ATRC,0,
CLBK,0,
SYBT,0,
NVTS,0,
MCRI,0,
INTA,0,
OXLC,0,
AVDL,0,
UMBFO,0,
ESTA,0,
EVCM,0,
NN,0,
OCUL,0,
NCNO,0,
LMAT,0,
IQ,0,
JSM,0,
ADAMN,0,
SRPT,0,
ADAML,0,
SONO,0,
SNDX,0,
NTCT,0,
PGNY,0,
MBLY,0,
FORTY,0,
CASH,0,
HLMN,0,
XNET,0,
CHCO,0,
UFPT,0,
DCOM,0,
HBNB,0,
AXGN,0,
OCS,0,
AMLX,0,
NSSC,0,
HOPE,0,
IMCR,0,
PCTTU,0,
HTZ,0,
RCAT,0,
SGRY,0,
SRCE,0,
TCBK,0,
LILA,0,
RLAY,0,
MBX,0,
STBA,0,
TYRA,0,
INVA,0,
ARHS,0,
GABC,0,
PCT,0,
ZYME,0,
KARO,0,
MGNI,0,
AVAH,0,
CNXN,0,
MLKN,0,
ADAMZ,0,
PRCT,0,
JJSF,0,
ORKA,0,
CRVS,0,
SMPL,0,
MXL,0,
DJTWW,0,
WTFCN,0,
PICS,0,
INOD,0,
ALVO,0,
PGY,0,
REAL,0,
WINA,0,
IMKTA,0,
WLDN,0,
PENN,0,
PGEN,0,
TRINI,0,
NRIX,0,
ARDX,0,
SION,0,
CLDX,0,
MNKD,0,
ICFI,0,
ROCK,0,
ELVN,0,
SHLS,0,
GIGGU,0,
ODD,0,
LILAK,0,
DFTX,0,
CDZIP,0,
LKFN,0,
KDK,0,
DGII,0,
TRINZ,0,
SKWD,0,
AGIO,0,
EZPW,0,
QURE,0,
WEN,0,
FTRE,0,
IPX,0,
NVAX,0,
CNOB,0,
NEXT,0,
FSLY,0,
RBCAA,0,
ASTE,0,
AHCO,0,
TRVI,0,
WAFDP,0,
CAPR,0,
TSHA,0,
TWFG,0,
TNDM,0,
NTLA,0,
JCAP,0,
PFBC,0,
SGML,0,
CSIQ,0,
TRS,0,
ENVX,0,
LZ,0,
AMSC,0,
LGIH,0,
PLPC,0,
CRML,0,
PSEC,0,
PLSE,0,
WLTH,0,
STGW,0,
HCSG,0,
CCB,0,
WABC,0,
SOUNW,0,
HIMX,0,
AFYA,0,
EXPI,0,
IMTX,0,
AMAL,0,
BCRX,0,
ATAI,0,
TRIP,0,
UPB,0,
FRMEP,0,
XPEL,0,
DSGR,0,
GLUE,0,
KMTS,0,
TIGR,0,
RAPP,0,
CNOBP,0,
BITF,0,
ULCC,0,
PSNY,0,
NNE,0,
PHVS,0,
PLTK,0,
ANAB,0,
BFC,0,
GIII,0,
WBTN,0,
FLYW,0,
ZD,0,
WLFC,0,
COLL,0,
FIVN,0,
BVC,0,
TRUP,0,
DAKT,0,
SBET,0,
KOD,0,
AMPH,0,
MFIC,0,
AEBI,0,
MOMO,0,
HDL,0,
ELE,0,
VITL,0,
PEBO,0,
LFMDP,0,
CCOI,0,
IMPPP,0,
RZLV,0,
CRAI,0,
GLIBK,0,
XERS,0,
ABTC,0,
MBINM,0,
CCLDO,0,
ANPA,0,
PNTG,0,
BLFS,0,
CTBI,0,
TRIN,0,
ICHR,0,
MRTN,0,
INBX,0,
GLDD,0,
GOODN,0,
SANA,0,
WSHP,0,
AXTI,0,
OSBC,0,
CLOV,0,
EYPT,0,
BHRB,0,
SIGIP,0,
ACHC,0,
FMBH,0,
LIND,0,
RDWR,0,
GILT,0,
CCEC,0,
FWRG,0,
PZZA,0,
SIFY,0,
INMD,0,
CERT,0,
DMLP,0,
NVCR,0,
INNV,0,
FSUN,0,
SAFT,0,
SEPN,0,
SVRA,0,
METC,0,
CMPX,0,
CRTO,0,
GLIBA,0,
TBLA,0,
BULLW,0,
OCFC,0,
IGIC,0,
ASTH,0,
UPBD,0,
OPRA,0,
OCSL,0,
ZBIO,0,
OUST,0,
HLIT,0,
GENVR,0,
LMB,0,
BFST,0,
ROOT,0,
RWAYZ,0,
KRUS,0,
CDNA,0,
VIR,0,
CDNL,0,
GPRE,0,
NEGG,0,
BHFAL,0,
NAVI,0,
GO,0,
CRCT,0,
NNAVW,0,
ACDC,0,
SPRY,0,
GHRS,0,
AKTS,0,
OLPX,0,
URGN,0,
UVSP,0,
NBN,0,
NBTX,0,
MBINN,0,
FWRD,0,
CSTL,0,
BBSI,0,
TCBIO,0,
YB,0,
TASK,0,
GAINN,0,
GERN,0,
HFWA,0,
HBNC,0,
VTYX,0,
CRON,0,
IOVA,0,
UFCS,0,
NBBK,0,
SSYS,0,
MLTX,0,
OPK,0,
BHFAP,0,
PENG,0,
EVLV,0,
RJET,0,
CTMX,0,
SBGI,0,
GAINZ,0,
TSAT,0,
BHFAO,0,
KYIVW,0,
GSM,0,
EVGO,0,
ORIC,0,
MSEX,0,
CFFN,0,
MOFG,0,
SCZM,0,
PVLA,0,
SDGR,0,
GOODO,0,
ABCL,0,
JBSS,0,
SLNHP,0,
AVO,0,
PHAT,0,
METCB,0,
LMRI,0,
AMPL,0,
AMWD,0,
GRABW,0,
LOT,0,
SENEA,0,
VALN,0,
SLRC,0,
OMER,0,
CAC,0,
HEPS,0,
APOG,0,
ESPR,0,
OCSAW,0,
NRDS,0,
MPB,0,
BCAX,0,
PRCH,0,
STAA,0,
MDXG,0,
CRESY,0,
MBWM,0,
GEMI,0,
CRESW,0,
AVBP,0,
SENEB,0,
XNCR,0,
BHFAN,0,
BANFP,0,
SSII,0,
ERII,0,
IART,0,
HTZWW,0,
HNRG,0,
AEHR,0,
CTLP,0,
TLRY,0,
IMSR,0,
WOOF,0,
DJCO,0,
MCBS,0,
CCNE,0,
SWIM,0,
AHG,0,
SLDP,0,
TRST,0,
MATW,0,
BIOA,0,
JANX,0,
YDES,0,
ADTN,0,
CGBD,0,
MVST,0,
GDRX,0,
DCOMP,0,
MPLT,0,
PCRX,0,
THFF,0,
BRCB,0,
HCMA,0,
EH,0,
BBOT,0,
HTBK,0,
ATLC,0,
INDI,0,
LIFE,0,
KELYB,0,
NMFC,0,
ORRF,0,
ARVN,0,
HAFC,0,
FOXF,0,
SERV,0,
MRVI,0,
MFI,0,
SCSC,0,
LINC,0,
STKL,0,
ABUS,0,
SMBC,0,
CBRL,0,
RR,0,
DGICA,0,
GEGGL,0,
FDUS,0,
EVER,0,
OMDA,0,
DGICB,0,
SPFI,0,
NKTR,0,
LANDO,0,
TRNS,0,
NEWTG,0,
QNST,0,
WYFI,0,
CCBG,0,
LYTS,0,
BRBI,0,
NEWTI,0,
IIIV,0,
NB,0,
JBIO,0,
BVS,0,
KALV,0,
TH,0,
GDEN,0,
AXG,0,
RPD,0,
FLGT,0,
UXIN,0,
KRNT,0,
SHEN,0,
ARKO,0,
FISI,0,
AIP,0,
IBCP,0,
EIKN,0,
NUTX,0,
MAMA,0,
AMSF,0,
CBLL,0,
FCBC,0,
SHBI,0,
UDMY,0,
PLAY,0,
CGEM,0,
TIPT,0,
ANNX,0,
BHFAM,0,
ALRS,0,
GSBC,0,
KURA,0,
WASH,0,
PSNL,0,
OPENW,0,
LAES,0,
GYRE,0,
REAX,0,
RUMBW,0,
RILYG,0,
AEVA,0,
ADAM,0,
CCNEP,0,
IRWD,0,
ALTI,0,
FBYD,0,
FIP,0,
DBVT,0,
NEWTP,0,
WRLD,0,
HIVE,0,
HSTM,0,
ALT,0,
STEX,0,
CLMB,0,
PROK,0,
PRME,0,
ECX,0,
CRMD,0,
CRSR,0,
CASS,0,
BLMN,0,
GAIN,0,
BWB,0,
UNTY,0,
BCAL,0,
FFIC,0,
SSSSL,0,
SCVL,0,
PURR,0,
MGPI,0,
MBUU,0,
AIOT,0,
BWMN,0,
FULC,0,
GOOD,0,
SFIX,0,
BBNX,0,
GOGO,0,
CEVA,0,
VLGEA,0,
PANL,0,
CTKB,0,
LBRX,0,
TCMD,0,
TDUP,0,
BTBT,0,
RDVT,0,
EMBC,0,
CRMLW,0,
PFIS,0,
TREE,0,
DSGN,0,
DRUG,0,
AOSL,0,
RRBI,0,
ASPI,0,
CWCO,0,
CLNE,0,
GDYN,0,
MGTX,0,
KE,0,
NTGR,0,
RMR,0,
IVA,0,
RIGL,0,
DSP,0,
LE,0,
HPK,0,
ACIC,0,
MNRO,0,
NFBK,0,
REPL,0,
ENGN,0,
PGC,0,
CMPS,0,
LPTH,0,
BLDP,0,
ADSE,0,
SFST,0,
NHPBP,0,
RGNX,0,
ANGI,0,
FBIZ,0,
GOSS,0,
KMDA,0,
MITK,0,
KRT,0,
LEGH,0,
IHRT,0,
SLS,0,
CBNK,0,
LYEL,0,
AVR,0,
DNUT,0,
ORGO,0,
ACNB,0,
DCBO,0,
PRTA,0,
NPCE,0,
LTBR,0,
OWLS,0,
CGNT,0,
SATL,0,
SLDB,0,
FDMT,0,
BSRR,0,
TMCWW,0,
GLRE,0,
GRVY,0,
CTNM,0,
FMNB,0,
APPS,0,
GRPN,0,
CCAP,0,
ATEX,0,
KROS,0,
ASTL,0,
EU,0,
PACB,0,
LAB,0,
NNDM,0,
AQST,0,
ULH,0,
POET,0,
BWBBP,0,
SIGA,0,
MYGN,0,
LXEO,0,
RSVR,0,
CARE,0,
CWBC,0,
HBCP,0,
VOR,0,
CIVB,0,
OFIX,0,
UROY,0,
ITIC,0,
LXRX,0,
WEST,0,
ABAT,0,
IBEX,0,
SPT,0,
LX,0,
RILYZ,0,
ZVRA,0,
GBFH,0,
RILYT,0,
DVLT,0,
SWBI,0,
FEIM,0,
KRNY,0,
WILC,0,
ISTR,0,
GBLI,0,
DMAC,0,
BSVN,0,
YORW,0,
GEVO,0,
GLAD,0,
BAND,0,
VNDA,0,
KYTX,0,
ABSI,0,
LWLG,0,
BNTC,0,
CGC,0,
API,0,
FUFU,0,
PTLO,0,
FWDI,0,
PDLB,0,
PRAA,0,
PRTH,0,
DDI,0,
GLOO,0,
AUROW,0,
GLSI,0,
FRBA,0,
OSPN,0,
BETR,0,
JACK,0,
KIDS,0,
SRTA,0,
DHIL,0,
FRPH,0,
PLYX,0,
CZNC,0,
SKBL,0,
PRTC,0,
CLFD,0,
GCBC,0,
SABR,0,
CVGW,0,
HELE,0,
SUPX,0,
OCGN,0,
TCPC,0,
ACTG,0,
KOPN,0,
ETON,0,
NATH,0,
SBC,0,
NAGE,0,
BTQ,0,
OPAL,0,
BWAY,0,
ZUMZ,0,
VSTM,0,
TITN,0,
ASMB,0,
LENZ,0,
WTBA,0,
HCKT,0,
NBP,0,
BMRC,0,
MCFT,0,
EPRX,0,
BWFG,0,
CCSI,0,
RZLVW,0,
COFS,0,
TROO,0,
ANGO,0,
TECX,0,
LAND,0,
TRDA,0,
CYRX,0,
NECB,0,
ELVA,0,
NEXN,0,
TLS,0,
CTRN,0,
ASLE,0,
ALLT,0,
FBIOP,0,
IMMP,0,
TRON,0,
TACO,0,
PLBC,0,
USCB,0,
OPENL,0,
ISBA,0,
CLPT,0,
CHSCP,0,
ADUR,0,
AURA,0,
OPENZ,0,
VHUB,0,
PKOH,0,
MVBF,0,
AVXL,0,
ATNI,0,
MNPR,0,
SNDL,0,
IMMX,0,
ATLCP,0,
VOXR,0,
OFLX,0,
FBRX,0,
NFE,0,
VELO,0,
BCYC,0,
ATLCL,0,
TARA,0,
ISSC,0,
ALLO,0,
BMBL,0,
CDRO,0,
ACRS,0,
ILPT,0,
PBFS,0,
CD,0,
RCKT,0,
SOHOO,0,
FMAO,0,
NMRA,0,
ZURA,0,
FCEL,0,
RXST,0,
ESEA,0,
ENTA,0,
RBBN,0,
KELYA,0,
RBB,0,
IVVD,0,
CRNC,0,
SOHOB,0,
SVC,0,
PERI,0,
NRC,0,
TTGT,0,
FRST,0,
YDDL,0,
TOYO,0,
AENT,0,
BNR,0,
AUTL,0,
CDZI,0,
VFF,0,
VALU,0,
AKBA,0,
LSAK,0,
XFOR,0,
LOCO,0,
ATGL,0,
ACIU,0,
CHSCO,0,
FSBW,0,
JRVR,0,
CADL,0,
SOPH,0,
ALDX,0,
AVNW,0,
PNRG,0,
OFSSH,0,
IMRX,0,
VERI,0,
XOMA,0,
AGCC,0,
PCB,0,
PEPG,0,
CZFS,0,
PKBK,0,
RDIB,0,
OTLY,0,
CARL,0,
AMRN,0,
ALCO,0,
MTRX,0,
LWAY,0,
TBRG,0,
CHMG,0,
DCTH,0,
CHSCM,0,
RILYL,0,
XOMAO,0,
BGIN,0,
BCML,0,
FLXS,0,
ARTNA,0,
SOHON,0,
TSBK,0,
EVO,0,
FSTR,0,
NVEC,0,
XOMAP,0,
AVIR,0,
DEFT,0,
CUB,0,
AMCX,0,
WEYS,0,
BBCP,0,
PPHC,0,
NIOBW,0,
IKT,0,
NKLR,0,
AREC,0,
BYND,0,
RWAY,0,
FHTX,0,
PDYN,0,
MTLS,0,
RILYP,0,
FNLC,0,
SY,0,
CBK,0,
CNCK,0,
SGHT,0,
JFIN,0,
NCMI,0,
VMD,0,
OPTX,0,
HDSN,0,
SENS,0,
HRZN,0,
BYRN,0,
ABEO,0,
WNEB,0,
SPOK,0,
TYGO,0,
BMM,0,
SNBR,0,
XRX,0,
VFSWW,0,
LMNR,0,
CBIO,0,
NGEN,0,
CCCC,0,
AFRI,0,
CLLS,0,
NVA,0,
PHOE,0,
FDBC,0,
EM,0,
FGBIP,0,
FUND,0,
HELP,0,
TSSI,0,
VYGR,0,
MBCN,0,
NWFL,0,
RZLT,0,
USAU,0,
OBAI,0,
AZ,0,
AVTX,0,
ORBS,0,
PESI,0,
SLP,0,
LRMR,0,
FLWS,0,
EOLS,0,
NODK,0,
CCRN,0,
QTRX,0,
AARD,0,
CLYM,0,
OCCIN,0,
NUAI,0,
FLX,0,
FCNCO,0,
NIU,0,
ENLV,0,
MNTK,0,
FBLA,0,
DERM,0,
NGNE,0,
SSP,0,
CHRS,0,
RMNI,0,
ALMU,0,
KDKRW,0,
OCCIO,0,
PCYO,0,
EGAN,0,
RVMDW,0,
RPAY,0,
IONR,0,
CFFI,0,
OVLY,0,
PUBM,0,
RLMD,0,
JMSB,0,
CAMP,0,
FVCB,0,
GDEV,0,
BLFY,0,
LFCR,0,
SKYX,0,
ARQQ,0,
FXNC,0,
CPZ,0,
GASS,0,
PAL,0,
AIRO,0,
SLN,0,
EWCZ,0,
AIFU,0,
BLZE,0,
INSE,0,
TWIN,0,
CV,0,
AUDC,0,
MRBK,0,
MKTW,0,
RILY,0,
RGCO,0,
STRS,0,
CMRC,0,
SSSS,0,
PALI,0,
MRAM,0,
PRE,0,
PSNYW,0,
MFIN,0,
TBCH,0,
FUNC,0,
VABK,0,
NTHI,0,
GWRS,0,
SHIP,0,
OBIO,0,
FINW,0,
GRRR,0,
KRMD,0,
OPRT,0,
HRTX,0,
REFI,0,
MASS,0,
CNDT,0,
TCX,0,
ACHV,0,
ASUR,0,
ADV,0,
FNKO,0,
MYFW,0,
GSIT,0,
HTLM,0,
TOI,0,
FCCO,0,
CABA,0,
NAUT,0,
ATLO,0,
STTK,0,
PPIH,0,
ONEW,0,
HWBK,0,
RENT,0,
SNFCA,0,
SNWV,0,
LTRX,0,
RAIL,0,
HNST,0,
NVCT,0,
QSI,0,
MVIS,0,
BPRN,0,
CAN,0,
WALD,0,
PRHIZ,0,
PAMT,0,
OABI,0,
HERE,0,
FCNCP,0,
FENC,0,
TAYD,0,
III,0,
TLSI,0,
OSS,0,
LCNB,0,
KINS,0,
MPAA,0,
AIRJ,0,
SABS,0,
HUMA,0,
NIPG,0,
INBK,0,
LOVE,0,
DIBS,0,
DUOT,0,
RICK,0,
INV,0,
NERV,0,
IRD,0,
SRZN,0,
MNSBP,0,
BGM,0,
CRNT,0,
OVID,0,
CFBK,0,
SWKH,0,
EFSI,0,
SMID,0,
EBMT,0,
IMMR,0,
ATLN,0,
WW,0,
ISPR,0,
GDC,0,
OPBK,0,
OVBC,0,
BNC,0,
CXDO,0,
HITI,0,
ANTA,0,
ALTS,0,
OGI,0,
LPRO,0,
INVZ,0,
DH,0,
CURI,0,
HNNAZ,0,
ICG,0,
DOMO,0,
CPSS,0,
ALEC,0,
RDNW,0,
ACB,0,
JAKK,0,
IMDX,0,
FRAF,0,
ARCT,0,
UTMD,0,
YMT,0,
VUZI,0,
CBFV,0,
VIASP,0,
RDCM,0,
CRMT,0,
PROF,0,
PEBK,0,
WAVE,0,
OSUR,0,
VWAV,0,
POWW,0,
ENGNW,0,
RLYB,0,
MOLN,0,
TNXP,0,
ALTO,0,
AHMA,0,
AMBR,0,
CNTX,0,
KLTR,0,
MDWD,0,
OPRX,0,
PAYS,0,
TRVG,0,
LARK,0,
EDIT,0,
CVRX,0,
KLRS,0,
CMTL,0,
SGMT,0,
MDXH,0,
HNVR,0,
SKIN,0,
OMSE,0,
BCIC,0,
GPRO,0,
GAMB,0,
SGC,0,
CMTV,0,
JFB,0,
APYX,0,
KRKR,0,
ECBK,0,
BUUU,0,
PLBY,0,
ANNA,0,
HBT,0,
RELL,0,
FNWD,0,
SIDU,0,
RNAC,0,
DPRO,0,
TLSA,0,
FOSL,0,
BZUN,0,
FCAP,0,
LZMH,0,
SAMG,0,
CZWI,0,
SDA,0,
DOYU,0,
ASYS,0,
ESOA,0,
THAR,0,
SMTI,0,
ACNT,0,
EDAP,0,
NEOV,0,
SHMDW,0,
SPWR,0,
DGNX,0,
ZNTL,0,
NNOX,0,
BRR,0,
BZAI,0,
NAMM,0,
INSG,0,
USGO,0,
SATLW,0,
THRY,0,
CGEN,0,
GALT,0,
SANG,0,
ATLX,0,
PNBK,0,
BOOM,0,
MNSB,0,
WTF,0,
NYXH,0,
OXSQ,0,
LUCD,0,
RPID,0,
MSLE,0,
IPHA,0,
TNYA,0,
BAER,0,
VTIX,0,
PRQR,0,
ALPS,0,
FORR,0,
NAKA,0,
MRCC,0,
FFAI,0,
ELTX,0,
TMCI,0,
FRD,0,
FTLF,0,
ELDN,0,
CODA,0,
BRLT,0,
FGBI,0,
NVX,0,
ROMA,0,
ORMP,0,
NPT,0,
ANIK,0,
DTI,0,
AIRS,0,
SPRO,0,
RMBI,0,
MENS,0,
INGN,0,
PYXS,0,
ABOS,0,
AMCI,0,
RGP,0,
FATE,0,
CBUS,0,
GEOS,0,
SCAG,0,
SBFG,0,
UNCY,0,
CRBU,0,
IMPP,0,
STRO,0,
FBYDW,0,
ESGL,0,
FONR,0,
JYNT,0,
MIST,0,
BEEP,0,
SRBK,0,
WHF,0,
BNAI,0,
WHWK,0,
SMX,0,
EPSN,0,
TTEC,0,
ARBE,0,
FTCI,0,
BCBP,0,
KGEI,0,
SEVN,0,
STRZ,0,
CRBP,0,
PMTS,0,
PRLD,0,
ALVOW,0,
ARQ,0,
RANI,0,
RCMT,0,
SHIM,0,
RBKB,0,
IPSC,0,
LFMD,0,
BDTX,0,
REKR,0,
SGMO,0,
LNSR,0,
HCAT,0,
CNTB,0,
ZENA,0,
BANX,0,
CAAS,0,
EXFY,0,
BSET,0,
DGXX,0,
CLAR,0,
NKTX,0,
CDXS,0,
NXXT,0,
TUSK,0,
DMRC,0,
UNB,0,
LGO,0,
ZJK,0,
SVCO,0,
GOAI,0,
CCLD,0,
ADAG,0,
KEQU,0,
SFBC,0,
LVRO,0,
CSPI,0,
ACTU,0,
HPAI,0,
UHG,0,
RVSB,0,
AFBI,0,
MERC,0,
HYPR,0,
TKNO,0,
RFIL,0,
RDZN,0,
ACOG,0,
DFDV,0,
VTVT,0,
KRRO,0,
SILC,0,
HAIN,0,
PROP,0,
RXT,0,
HUHU,0,
AMTX,0,
KVHI,0,
SLNG,0,
PCTTW,0,
CRDF,0,
EML,0,
HOVNP,0,
TTRX,0,
MGNX,0,
SIEB,0,
FBIO,0,
HYNE,0,
BSBK,0,
CHCI,0,
LNZA,0,
CURR,0,
CRGO,0,
TONX,0,
ALXO,0,
AEC,0,
STIM,0,
HURC,0,
SEER,0,
AEI,0,
RCEL,0,
PDEX,0,
INO,0,
CGTL,0,
ULBI,0,
MAPS,0,
FGMC,0,
SUNS,0,
BHST,0,
FLNT,0,
NUAIW,0,
VRCA,0,
SUIG,0,
AOUT,0,
MMLP,0,
KPTI,0,
MBOT,0,
MGYR,0,
MCRB,0,
SNT,0,
VRM,0,
AURE,0,
AISP,0,
BLNE,0,
AEYE,0,
FUSB,0,
FLD,0,
PLCE,0,
SVREW,0,
ONCY,0,
VIRC,0,
SLMT,0,
ADIL,0,
IXHL,0,
NCSM,0,
CPSH,0,
JLHL,0,
GCL,0,
EQ,0,
SLNH,0,
AGEN,0,
SAVA,0,
MTC,0,
DLTH,0,
PFX,0,
CTOR,0,
MXCT,0,
BTMD,0,
DWTX,0,
STHO,0,
IROQ,0,
SLDPW,0,
GANX,0,
GNLX,0,
GNSS,0,
AUBN,0,
XBP,0,
VANI,0,
HFFG,0,
INMB,0,
ODYS,0,
COYA,0,
SPAI,0,
SLSN,0,
CGTX,0,
MLCI,0,
RSSS,0,
IDN,0,
KG,0,
INKT,0,
SERA,0,
CRDL,0,
ANIX,0,
DTIL,0,
OMEX,0,
FEAM,0,
BLNK,0,
HSDT,0,
BMHL,0,
OPXS,0,
ABVE,0,
EXOZ,0,
YOUL,0,
ATYR,0,
YTRA,0,
ARTV,0,
KNDI,0,
NTIC,0,
FNWB,0,
BMEA,0,
VIOT,0,
SNCR,0,
LAKE,0,
NOMA,0,
SSTI,0,
CSBR,0,
LCUT,0,
TLSIW,0,
XGN,0,
ELBM,0,
MYPS,0,
CBAT,0,
ASRT,0,
SFWL,0,
HYFT,0,
VRA,0,
NCTY,0,
BLUW,0,
AMPG,0,
BDSX,0,
IBIO,0,
SVRN,0,
SRTS,0,
GMGI,0,
DRTSW,0,
UBCP,0,
IMUX,0,
CPHC,0,
MRNO,0,
FGNX,0,
ZNB,0,
UPXI,0,
SEAT,0,
HNNA,0,
MIND,0,
TENX,0,
DCGO,0,
DLHC,0,
HLP,0,
CHSN,0,
OBTC,0,
HTCO,0,
XBIT,0,
SCLX,0,
VHC,0,
LIDR,0,
BTCS,0,
FNGR,0,
GRWG,0,
FLL,0,
NSPR,0,
QNRX,0,
LSE,0,
QVCGA,0,
CTW,0,
GAIA,0,
PODC,0,
NNBR,0,
CLSKW,0,
PBHC,0,
ONEG,0,
MNOV,0,
QMCO,0,
MGRT,0,
INVE,0,
TOUR,0,
HOVR,0,
IMA,0,
SGA,0,
SPRB,0,
SYPR,0,
ALOT,0,
BODI,0,
ZBAI,0,
CSTE,0,
BYFC,0,
OM,0,
WSTN,0,
BRID,0,
PRPL,0,
FDSB,0,
MAYS,0,
ATOM,0,
MCHX,0,
BGL,0,
DWSN,0,
AIIO,0,
MREO,0,
TECTP,0,
CPIX,0,
KZIA,0,
FORA,0,
MB,0,
ZDAI,0,
OFS,0,
NSTS,0,
AVX,0,
STKS,0,
LUNG,0,
AIRG,0,
RADX,0,
IZEA,0,
CVGI,0,
DTCX,0,
ASPS,0,
RRGB,0,
SOTK,0,
ACET,0,
CIGL,0,
HAO,0,
PETS,0,
BYSI,0,
SLGB,0,
EHTH,0,
PLRX,0,
USEG,0,
GEG,0,
YDESW,0,
BTM,0,
DOMH,0,
PARK,0,
COEP,0,
ZTEK,0,
WKEY,0,
TZOO,0,
MOB,0,
MAXN,0,
